iter	Logloss
296	0.3397443011
297	0.3394785669
298	0.3391583856
299	0.3387074352
300	0.3379073831
301	0.3377638703
302	0.3374202331
303	0.3373139545
304	0.3368799367
305	0.3366906778
306	0.3365285158
307	0.3360880222
308	0.336016596
309	0.3354845417
310	0.3353968686
311	0.3348977989
312	0.3347361121
313	0.3343292657
314	0.3341846287
315	0.3338904385
316	0.3337315115
317	0.3334906937
318	0.3330282983
319	0.3328292442
320	0.3327989242
321	0.3324419662
322	0.332243037
323	0.3317608181
324	0.3316183019
325	0.3310625262
326	0.3305196697
327	0.3304125347
328	0.3298333838
329	0.3291337967
330	0.3286983531
331	0.3283404416
332	0.3277793476
333	0.3275913975
334	0.3270182892
335	0.3269085242
336	0.3267005539
337	0.3265759239
338	0.3263558421
339	0.3259231294
340	0.3254060878
341	0.3253203479
342	0.3251854896
343	0.3249043198
344	0.3246269769
345	0.324526686
346	0.3243231378
347	0.3239449019
348	0.3235844428
349	0.323456583
350	0.3228876439
351	0.3224751777
352	0.3222847134
353	0.3219893466
354	0.3218851816
355	0.3215375578
356	0.3213306945
357	0.321095495
358	0.3208199106
359	0.3206201401
360	0.3201258958
361	0.3196688792
362	0.3193135955
363	0.3188673895
364	0.3181908597
365	0.31751603
366	0.3172474886
367	0.3170284609
368	0.3164467603
369	0.3163082636
370	0.3162853413
371	0.3162311703
372	0.3155813307
373	0.3151922401
374	0.314874794
375	0.3147562782
376	0.3146021547
377	0.3144702091
378	0.314116616
379	0.3139458097
380	0.3138275825
381	0.3131111518
382	0.3127322761
383	0.3124701683
384	0.3120719922
385	0.3119330116
386	0.3118662
387	0.311589633
388	0.3114210804
389	0.3111740388
390	0.3107585623
391	0.3104058279
392	0.3100399121
393	0.3095430481
394	0.3090666134
395	0.308716287
396	0.3084386282
397	0.308261287
398	0.3080561699
399	0.3079472168
400	0.3077886464
401	0.3073968297
402	0.3070913543
403	0.3064815192
404	0.3063376785
405	0.3058229954
406	0.3052493858
407	0.3048450107
408	0.3047653037
409	0.3047566801
410	0.3045213121
411	0.3040856956
412	0.3038374987
413	0.3036267757
414	0.3033730456
415	0.3032974384
416	0.3028970377
417	0.3026059824
418	0.3022790795
419	0.3019878542
420	0.301626386
421	0.3013545545
422	0.3010685626
423	0.3008232878
424	0.3003231932
425	0.2998915844
426	0.2997213319
427	0.2994379517
428	0.2991821845
429	0.2988051653
430	0.2985271585
431	0.2978561832
432	0.2970461572
433	0.2967038271
434	0.2965441821
435	0.2961445824
436	0.2958590154
437	0.2955623612
438	0.2951122765
439	0.2949295524
440	0.2947830706
441	0.2945782359
442	0.2944230084
443	0.2940902274
444	0.2938788636
445	0.2937169491
446	0.2935034296
447	0.2932764834
448	0.2931034638
449	0.2925537648
450	0.2921743145
451	0.291751268
452	0.2912425284
453	0.2909361541
454	0.2907521778
455	0.2904865573
456	0.2901992568
457	0.2898434118
458	0.2896484253
459	0.2893725367
460	0.2890064738
461	0.2885359663
462	0.2879567094
463	0.2876707636
464	0.287328995
465	0.2871572106
466	0.286804968
467	0.2863712417
468	0.2861925956
469	0.285708624
470	0.2853372458
471	0.2851577637
472	0.2848451035
473	0.2845028957
474	0.2842367381
475	0.2840894485
476	0.2838021558
477	0.2832308204
478	0.2828372876
479	0.2823754153
480	0.2819294468
481	0.2816078849
482	0.2812965352
483	0.2807551336
484	0.2804225314
485	0.2802496639
486	0.279928066
487	0.2793488062
488	0.2790882469
489	0.2786429854
490	0.2783729393
491	0.277790172
492	0.2774264329
493	0.2771330962
494	0.276969282
495	0.2766381774
496	0.2763120462
497	0.2760456428
498	0.2757940162
499	0.2756406008
500	0.2754615229
501	0.275076841
502	0.2745893253
503	0.2742430715
504	0.2739926112
505	0.273785839
506	0.2735810353
507	0.2733325515
508	0.2731157902
509	0.272548018
510	0.272006512
511	0.2717380396
512	0.2713739584
513	0.2708796317
514	0.270524435
515	0.2703605265
516	0.2701389704
517	0.2698680906
518	0.2694918017
519	0.2692945644
520	0.2689463909
521	0.2685278735
522	0.2681192701
523	0.2674490389
524	0.2672496195
525	0.2668946271
526	0.2664029773
527	0.2660741839
528	0.2657975329
529	0.2655515818
530	0.2652993406
531	0.2648750735
532	0.264568027
533	0.2642846378
534	0.2639364627
535	0.2636402771
536	0.2633949519
537	0.2631272528
538	0.2625238016
539	0.2619594056
540	0.2616603171
541	0.2612968774
542	0.261006493
543	0.2607628511
544	0.2605833644
545	0.2602551838
546	0.2598463569
547	0.2592904203
548	0.2589642428
549	0.2585832368
550	0.258101056
551	0.2577290727
552	0.2574508952
553	0.2572864485
554	0.2569063598
555	0.2567645998
556	0.2565322742
557	0.256264674
558	0.2559935881
559	0.2556320685
560	0.2554594823
561	0.2552016277
562	0.2548911186
563	0.2545815349
564	0.2543802189
565	0.2542199414
566	0.2539428173
567	0.2536129867
568	0.2534401558
569	0.2531953323
570	0.2527824512
571	0.2523364141
572	0.2520379397
573	0.2518965826
574	0.2514683216
575	0.2511033095
576	0.2509062892
577	0.2507109693
578	0.2503110918
579	0.2501233788
580	0.2497843657
581	0.2496045754
582	0.2493672812
583	0.2491977421
584	0.2489517663
585	0.2483903738
586	0.2480713492
587	0.2478819856
588	0.247608096
589	0.2472621639
590	0.2469667462
591	0.2464374505
592	0.2461227618
593	0.245829775
594	0.2453456694
595	0.2449130063
596	0.244722297
597	0.2444680298
598	0.2441537294
599	0.2439288859
600	0.2436832084
601	0.2431843269
602	0.2430077289
603	0.2427398306
604	0.2425128646
605	0.2421671298
606	0.2417022999
607	0.2412384058
608	0.2409860287
609	0.2407467401
610	0.2405802976
611	0.2400203229
612	0.2398943061
613	0.2394461284
614	0.2392357291
615	0.2390208713
616	0.2387559572
617	0.2384610947
618	0.2381831892
619	0.2379419913
620	0.2376056143
621	0.2374001968
622	0.2372041569
623	0.2369617826
624	0.2367320492
625	0.2364914249
626	0.2360366367
627	0.2358286289
628	0.2355996136
629	0.2354021413
630	0.2351570393
631	0.2349396457
632	0.2346211809
633	0.2343321963
634	0.2341730914
635	0.2340153991
636	0.2334864082
637	0.233230097
638	0.2330425452
639	0.2327755884
640	0.2325111456
641	0.2321131818
642	0.2319235985
643	0.2317588381
644	0.2312768443
645	0.2311079167
646	0.2308560915
647	0.2306922577
648	0.2303492348
649	0.2301360682
650	0.2299386005
651	0.229493777
652	0.2293357695
653	0.2290675127
654	0.228904421
655	0.2287892522
656	0.2285857889
657	0.2283955767
658	0.2281843059
659	0.228018831
660	0.2278602115
661	0.2273168509
662	0.2271389188
663	0.2269969389
664	0.2267616437
665	0.2266459587
666	0.2262236782
667	0.2259429102
668	0.2255454297
669	0.2250195967
670	0.22475619
671	0.224555958
672	0.2243951655
673	0.224120368
674	0.2238466317
675	0.2235513778
676	0.2234088735
677	0.2231913178
678	0.2229700476
679	0.2227620163
680	0.2223828208
681	0.2218845426
682	0.2217425027
683	0.2215237691
684	0.221313
685	0.2211311587
686	0.2209227701
687	0.2207841645
688	0.2206384549
689	0.220441496
690	0.2201462641
691	0.2199263484
692	0.2197852321
693	0.2195535171
694	0.2190555301
695	0.2189529829
696	0.2188436975
697	0.2186457155
698	0.2183892402
699	0.2180721834
700	0.2177464962
701	0.2175800153
702	0.217384553
703	0.2171949391
704	0.2170646906
705	0.2168639818
706	0.2166571058
707	0.2164697613
708	0.2159939619
709	0.2157113964
710	0.2154391404
711	0.2150582365
712	0.2147030582
713	0.2145211841
714	0.2142712161
715	0.2139067465
716	0.2134541666
717	0.2133238109
718	0.2130470262
719	0.2128767691
720	0.2125104197
721	0.2123925171
722	0.2120884999
723	0.2119891861
724	0.2116546328
725	0.211424057
726	0.2111897691
727	0.2109870721
728	0.2107727888
729	0.2106188662
730	0.2105263708
731	0.2103296474
732	0.2101387216
733	0.2099680345
734	0.2097333772
735	0.2093247955
736	0.2090860099
737	0.2089050276
738	0.2087700753
739	0.2085186367
740	0.2082883119
741	0.2078968572
742	0.2075821246
743	0.2074276408
744	0.2071414908
745	0.2069320203
746	0.2067841418
747	0.2065719845
748	0.2064691192
749	0.2062274459
750	0.2061035065
751	0.2059858953
752	0.2058253086
753	0.205612208
754	0.2051459949
755	0.2049562658
756	0.2046348816
757	0.204546639
758	0.2044527605
759	0.2041934549
760	0.2037532637
761	0.203289751
762	0.2029363397
763	0.2026863462
764	0.2024765254
765	0.2022305296
766	0.2020485947
767	0.2018299557
768	0.2015950074
769	0.2013427135
770	0.2012328259
771	0.2011144676
772	0.2008650651
773	0.2007218819
774	0.2005524952
775	0.2000838636
776	0.1998158397
777	0.1994850529
778	0.1993012359
779	0.1990429794
780	0.1987866764
781	0.1986814404
782	0.1985455048
783	0.19808989
784	0.1979821414
785	0.1978842439
786	0.1976916669
787	0.1972723769
788	0.197123876
789	0.196869525
790	0.1965853958
791	0.1964242823
792	0.1962068326
793	0.1959347539
794	0.1957987318
795	0.1954912902
796	0.1950893458
797	0.1949912931
798	0.1946074695
799	0.1943766254
800	0.1942256072
801	0.1941054782
802	0.1939253415
803	0.1938290016
804	0.193611284
805	0.1934654278
806	0.1932816732
807	0.1931739627
808	0.193016323
809	0.1928940448
810	0.1927733955
811	0.192574818
812	0.1924409201
813	0.1922806094
814	0.1921253979
815	0.1918813322
816	0.1917660339
817	0.1916846956
818	0.1915043149
819	0.1912774899
820	0.1908852302
821	0.1907435843
822	0.1903752946
823	0.1902845525
824	0.190113928
825	0.1899830234
826	0.1898560579
827	0.1897374802
828	0.1895124069
829	0.189139342
830	0.1890185083
831	0.1885324423
832	0.18839457
833	0.1882324718
834	0.1879682657
835	0.1877700005
836	0.1876139288
837	0.1873598578
838	0.1872159651
839	0.1870219875
840	0.1869158006
841	0.1867671902
842	0.1866070461
843	0.1864210743
844	0.186362808
845	0.1861143253
846	0.1860099707
847	0.1859230689
848	0.1857488648
849	0.1853949978
850	0.1852483859
851	0.1851544341
852	0.1849103448
853	0.1848554404
854	0.1847446577
855	0.1846190523
856	0.1844566337
857	0.1841203207
858	0.1840100265
859	0.1839078509
860	0.1836866635
861	0.1834723508
862	0.1833056341
863	0.1831012559
864	0.1828628192
865	0.1826729878
866	0.1824387481
867	0.1823575794
868	0.1821861775
869	0.1819480165
870	0.1817178652
871	0.1816270093
872	0.181496847
873	0.1813438053
874	0.18126717
875	0.1811208186
876	0.1809488553
877	0.1807680531
878	0.180696518
879	0.1805174088
880	0.1803509494
881	0.1801544825
882	0.1800811114
883	0.1800234615
884	0.1798896125
885	0.1797253979
886	0.1794922594
887	0.1792233471
888	0.1789132507
889	0.1787345132
890	0.1785996676
891	0.178409448
892	0.1782471162
893	0.1780429201
894	0.1779444057
895	0.177777732
896	0.1776420411
897	0.1774511497
898	0.1773232474
899	0.1771249552
900	0.1770120934
901	0.1768843887
902	0.1768357375
903	0.1766647345
904	0.1765702629
905	0.176486346
906	0.1763129166
907	0.1762425681
908	0.1761313115
909	0.1759747657
910	0.1758403667
911	0.1756286195
912	0.1751969844
913	0.1750297643
914	0.174792738
915	0.1746271634
916	0.1744677271
917	0.1743061342
918	0.1740935316
919	0.1739148751
920	0.1736193974
921	0.1735518479
922	0.1734495476
923	0.1733992195
924	0.1732900232
925	0.1731440258
926	0.1729964857
927	0.1728309403
928	0.1726269639
929	0.1725474451
930	0.1723743951
931	0.1722370234
932	0.1721286346
933	0.171779685
934	0.1715672078
935	0.1713645873
936	0.1712337634
937	0.1711217058
938	0.1709964804
939	0.1708835079
940	0.170732837
941	0.170609102
942	0.1705076644
943	0.170107267
944	0.1699568385
945	0.1698380909
946	0.1697408601
947	0.1695391467
948	0.1693959113
949	0.1692766548
950	0.1691997305
951	0.169000928
952	0.1688865388
953	0.1687578776
954	0.1686964066
955	0.1685719589
956	0.1684525948
957	0.1683643752
958	0.168166326
959	0.1680547377
960	0.167942064
961	0.167828469
962	0.1677240962
963	0.1675584932
964	0.1674559346
965	0.1672993066
966	0.1671027308
967	0.1669856928
968	0.1668243297
969	0.1667678396
970	0.1665785767
971	0.1664476386
972	0.1663534242
973	0.1662866765
974	0.1662253156
975	0.1661230105
976	0.1659238462
977	0.1657771675
978	0.16563874
979	0.1654499616
980	0.1653923391
981	0.1652809294
982	0.1651603956
983	0.1649983505
984	0.1648088606
985	0.1646900585
986	0.164550757
987	0.1644118735
988	0.1642825421
989	0.1641025648
990	0.1639638378
991	0.1638367687
992	0.1637062054
993	0.1635246399
994	0.163371972
995	0.1632465338
996	0.1631340609
997	0.1630387356
998	0.1629305415
999	0.1627813201
